user_id,user_name,match_rank,matched_user_id,matched_user_name,match_score,genre_score,role_score,age_score,location_score,distance_km,genre_matches,role_matches,age_compatible,matched_location
user_020,Rihanna,3,user_012,Whitney Houston,85.0,15.0,30.0,15,25,14.35,Pop|R&B,singer,True,"Newark, New Jersey"
user_020,Rihanna,4,user_055,Lady Gaga,85.0,15.0,30.0,15,25,0.0,Pop|Dance,singer,True,"New York City, New York"
user_020,Rihanna,5,user_063,Nicki Minaj,77.5,7.5,30.0,15,25,13.17,Pop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_020,Rihanna,6,user_100,SZA,77.5,7.5,30.0,15,25,22.22,R&B,singer,True,"St. Louis, Missouri | Maplewood, New Jersey"
user_020,Rihanna,7,user_003,Michael Jackson,72.5,22.5,30.0,15,5,3935.54,Pop|R&B|Dance,singer,True,"Gary, Indiana | Los Angeles, California"
user_020,Rihanna,8,user_015,Bob Dylan,70.0,0.0,30.0,15,25,0.0,,singer,True,"Duluth, Minnesota | New York City, New York"
user_020,Rihanna,9,user_023,Jay Z,70.0,0.0,30.0,15,25,6.48,,singer,True,"Brooklyn, New York"
user_020,Rihanna,10,user_036,Frank Sinatra,70.0,0.0,30.0,15,25,3.45,,singer,True,"Hoboken, New Jersey"
user_021,Eminem,1,user_023,Jay Z,90.0,30.0,30.0,15,15,779.17,Hip Hop,singer,True,"Brooklyn, New York"
user_021,Eminem,2,user_061,Kendrick Lamar,90.0,30.0,30.0,15,15,3192.04,Hip Hop,singer,True,"Compton, California"
user_021,Eminem,3,user_062,J Cole,90.0,30.0,30.0,15,15,885.94,Hip Hop,singer,True,"Frankfurt, Germany | Fayetteville, North Carolina"
user_021,Eminem,4,user_067,Tupac Shakur,90.0,30.0,30.0,15,15,3345.85,Hip Hop,singer,True,"East Harlem, New York | Oakland, California"
user_021,Eminem,5,user_070,Wu Tang Clan,90.0,30.0,30.0,15,15,766.98,Hip Hop,singer,True,"Staten Island, New York"
user_021,Eminem,6,user_071,Public Enemy,90.0,30.0,30.0,15,15,841.43,Hip Hop,singer,True,"Long Island, New York"
user_021,Eminem,7,user_064,Cardi B,82.5,30.0,30.0,7.5,15,780.52,Hip Hop,singer,False,"Bronx, New York"
user_021,Eminem,8,user_019,Drake,75.0,10.0,30.0,15,20,331.67,Hip Hop,singer,True,"Toronto, Canada"
user_021,Eminem,9,user_022,Kanye West,75.0,10.0,30.0,15,20,381.84,Hip Hop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_021,Eminem,10,user_063,Nicki Minaj,75.0,15.0,30.0,15,15,784.36,Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_022,Kanye West,1,user_017,Beyoncé,80.0,20.0,30.0,15,15,1516.24,Pop|Hip Hop,singer,True,"Houston, Texas"
user_022,Kanye West,2,user_019,Drake,80.0,20.0,30.0,15,15,700.83,Pop|Hip Hop,singer,True,"Toronto, Canada"
user_022,Kanye West,3,user_060,Post Malone,80.0,20.0,30.0,15,15,1295.24,Pop|Hip Hop,singer,True,"Syracuse, New York | Dallas, Texas"
user_022,Kanye West,4,user_063,Nicki Minaj,80.0,20.0,30.0,15,15,1156.38,Pop|Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_022,Kanye West,5,user_012,Whitney Houston,75.0,15.0,30.0,15,15,1130.19,Gospel|Pop,singer,True,"Newark, New Jersey"
user_022,Kanye West,6,user_016,Aretha Franklin,75.0,10.0,30.0,15,20,381.84,Gospel,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_022,Kanye West,7,user_021,Eminem,75.0,10.0,30.0,15,20,381.84,Hip Hop,singer,True,"St. Joseph, Missouri | Detroit, Michigan"
user_022,Kanye West,8,user_010,Stevie Wonder,72.5,7.5,30.0,15,20,381.84,Pop,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_022,Kanye West,9,user_040,Tina Turner,72.5,7.5,30.0,15,20,422.41,Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_022,Kanye West,10,user_041,Diana Ross,72.5,7.5,30.0,15,20,381.84,Pop,singer,True,"Detroit, Michigan"
user_023,Jay Z,1,user_070,Wu Tang Clan,100.0,30.0,30.0,15,25,16.61,Hip Hop,singer,True,"Staten Island, New York"
user_023,Jay Z,2,user_071,Public Enemy,90.0,30.0,30.0,15,15,69.29,Hip Hop,singer,True,"Long Island, New York"
user_023,Jay Z,3,user_064,Cardi B,85.0,30.0,30.0,0,25,19.69,Hip Hop,singer,False,"Bronx, New York"
user_023,Jay Z,4,user_063,Nicki Minaj,80.5,15.0,30.0,10.5,25,10.44,Hip Hop,singer,False,"Port of Spain, Trinidad | Queens, New York"
user_023,Jay Z,5,user_021,Eminem,80.0,30.0,30.0,15,5,779.17,Hip Hop,singer,True,"St. Joseph, Missouri | Detroit, Michigan"
user_023,Jay Z,6,user_067,Tupac Shakur,80.0,30.0,30.0,15,5,4121.61,Hip Hop,singer,True,"East Harlem, New York | Oakland, California"
user_023,Jay Z,7,user_072,Beastie Boys,80.0,10.0,30.0,15,25,6.48,Hip Hop,singer,True,"New York City, New York"
user_023,Jay Z,8,user_062,J Cole,72.5,30.0,30.0,7.5,5,760.57,Hip Hop,singer,False,"Frankfurt, Germany | Fayetteville, North Carolina"
user_023,Jay Z,9,user_009,Mariah Carey,70.0,0.0,30.0,15,25,6.48,,singer,True,"Huntington, New York | New York City, New York"
user_023,Jay Z,10,user_012,Whitney Houston,70.0,0.0,30.0,15,25,20.3,,singer,True,"Newark, New Jersey"
user_024,Fleetwood Mac,1,user_092,Phil Collins,68.0,20.0,18.0,15,15,8755.32,Pop Rock|Soft Rock,songwriter|singer|drummer,True,"London, England"
user_024,Fleetwood Mac,2,user_090,Steely Dan,66.0,20.0,6.0,15,25,0.0,Pop Rock|Soft Rock,singer,True,"New York City, New York | Los Angeles, California"
user_024,Fleetwood Mac,3,user_001,The Beatles,58.75,10.0,18.75,15,15,8470.41,Rock,songwriter|actor|singer|drummer|guitarist,True,"Liverpool, England"
user_024,Fleetwood Mac,4,user_073,Red Hot Chili Peppers,58.75,0.0,18.75,15,25,0.0,,songwriter|actor|singer|drummer|guitarist,True,"Los Angeles, California"
user_024,Fleetwood Mac,5,user_056,Katy Perry,56.0,10.0,6.0,15,25,0.0,Rock,singer,True,"Santa Barbara, California | Los Angeles, California"
user_024,Fleetwood Mac,6,user_087,The Beach Boys,56.0,10.0,6.0,15,25,18.44,Rock,singer,True,"Hawthorne, California"
user_024,Fleetwood Mac,7,user_097,Lana Del Rey,56.0,10.0,6.0,15,25,0.0,Rock,singer,True,"New York City, New York | Los Angeles, California"
user_024,Fleetwood Mac,8,user_026,Metallica,54.0,0.0,24.0,15,15,555.56,,songwriter|singer|drummer|guitarist,True,"Los Angeles, California | San Francisco Bay Area, California"
user_024,Fleetwood Mac,9,user_049,Neil Young,51.0,10.0,6.0,15,20,321.0,Rock,singer,True,"Toronto, Canada | California, USA"
user_024,Fleetwood Mac,10,user_003,Michael Jackson,46.0,0.0,6.0,15,25,0.0,,singer,True,"Gary, Indiana | Los Angeles, California"
user_025,AC DC,1,user_078,Aerosmith,90.0,30.0,30.0,15,15,16239.96,Hard Rock|Blues Rock,singer,True,"Boston, Massachusetts"
user_025,AC DC,2,user_006,Led Zeppelin,80.0,20.0,30.0,15,15,16993.28,Hard Rock|Blues Rock,singer,True,"London, England"
user_025,AC DC,3,user_007,Rolling Stones,75.0,15.0,30.0,15,15,16993.28,Blues Rock,singer,True,"London, England"
user_025,AC DC,4,user_077,Guns N Roses,75.0,15.0,30.0,15,15,12073.51,Hard Rock,singer,True,"Los Angeles, California"
user_025,AC DC,5,user_080,Def Leppard,75.0,15.0,30.0,15,15,16960.86,Hard Rock,singer,True,"Sheffield, England"
user_025,AC DC,6,user_083,Deep Purple,75.0,15.0,30.0,15,15,16993.28,Hard Rock,singer,True,"London, England"
user_025,AC DC,7,user_084,The Doors,75.0,15.0,30.0,15,15,12073.51,Blues Rock,singer,True,"Los Angeles, California"
user_025,AC DC,8,user_085,The Who,75.0,15.0,30.0,15,15,16993.28,Hard Rock,singer,True,"London, England"
user_025,AC DC,9,user_046,Jimi Hendrix,70.0,10.0,30.0,15,15,16993.28,Blues Rock,singer,True,"Seattle, Washington | London, England"
user_025,AC DC,10,user_048,Carlos Santana,70.0,10.0,30.0,15,15,11947.37,Blues Rock,singer,True,"Autlán, Mexico | San Francisco, California"
user_026,Metallica,1,user_048,Carlos Santana,46.0,0.0,6.0,15,25,12.67,,singer,True,"Autlán, Mexico | San Francisco, California"
user_026,Metallica,2,user_067,Tupac Shakur,46.0,0.0,6.0,15,25,3.09,,singer,True,"East Harlem, New York | Oakland, California"
user_026,Metallica,3,user_075,Green Day,46.0,0.0,6.0,15,25,5.19,,singer,True,"Berkeley, California"
user_026,Metallica,4,user_024,Fleetwood Mac,44.0,0.0,24.0,15,5,555.56,,songwriter|singer|drummer|guitarist,True,"London, England | Los Angeles, California"
user_026,Metallica,5,user_077,Guns N Roses,41.0,15.0,6.0,15,5,555.56,Heavy Metal,singer,True,"Los Angeles, California"
user_026,Metallica,6,user_081,Iron Maiden,41.0,15.0,6.0,15,5,8605.49,Heavy Metal,singer,True,"London, England"
user_026,Metallica,7,user_082,Black Sabbath,41.0,15.0,6.0,15,5,8443.7,Heavy Metal,songwriter,True,"Birmingham, England"
user_026,Metallica,8,user_083,Deep Purple,41.0,15.0,6.0,15,5,8605.49,Heavy Metal,singer,True,"London, England"
user_026,Metallica,9,user_092,Phil Collins,38.0,0.0,18.0,15,5,8605.49,,songwriter|singer|drummer,True,"London, England"
user_026,Metallica,10,user_006,Led Zeppelin,36.0,10.0,6.0,15,5,8605.49,Heavy Metal,singer,True,"London, England"
user_027,Nirvana,1,user_076,Pearl Jam,85.0,30.0,15.0,15,25,0.0,Alternative Rock|Grunge,musician,True,"Seattle, Washington"
user_027,Nirvana,2,user_037,Ray Charles,40.0,0.0,0.0,15,25,0.0,,,True,"Albany, Georgia | Seattle, Washington"
user_027,Nirvana,3,user_073,Red Hot Chili Peppers,38.75,15.0,3.75,15,5,1545.04,Alternative Rock,musician,True,"Los Angeles, California"
user_027,Nirvana,4,user_082,Black Sabbath,35.0,0.0,15.0,15,5,7539.79,,musician,True,"Birmingham, England"
user_027,Nirvana,5,user_028,Radiohead,30.0,10.0,0.0,15,5,7635.97,Alternative Rock,,True,"Abingdon, England"
user_027,Nirvana,6,user_029,U2,30.0,10.0,0.0,15,5,7276.7,Alternative Rock,,True,"Dublin, Ireland"
user_027,Nirvana,7,user_075,Green Day,30.0,10.0,0.0,15,5,1082.45,Alternative Rock,,True,"Berkeley, California"
user_027,Nirvana,8,user_092,Phil Collins,26.0,0.0,6.0,15,5,7699.62,,musician,True,"London, England"
user_027,Nirvana,9,user_001,The Beatles,23.75,0.0,3.75,15,5,7413.36,,musician,True,"Liverpool, England"
user_027,Nirvana,10,user_008,Pink Floyd,23.75,0.0,3.75,15,5,7699.62,,musician,True,"London, England"
user_028,Radiohead,1,user_013,David Bowie,70.0,10.0,30.0,15,15,82.2,Art Rock,singer,True,"London, England"
user_028,Radiohead,2,user_093,Peter Gabriel,70.0,10.0,30.0,15,15,59.46,Art Rock,singer,True,"Chobham, England"
user_028,Radiohead,3,user_004,Madonna,60.0,10.0,30.0,15,5,5488.37,Electronica,singer,True,"Bay City, Michigan | New York City, New York"
user_028,Radiohead,4,user_005,Elton John,60.0,0.0,30.0,15,15,82.2,,singer,True,"Pinner, England | London, England"
user_028,Radiohead,5,user_006,Led Zeppelin,60.0,0.0,30.0,15,15,82.2,,singer,True,"London, England"
user_028,Radiohead,6,user_007,Rolling Stones,60.0,0.0,30.0,15,15,82.2,,singer,True,"London, England"
user_028,Radiohead,7,user_014,Queen,60.0,0.0,30.0,15,15,82.2,,singer,True,"London, England"
user_028,Radiohead,8,user_029,U2,60.0,10.0,30.0,15,5,384.71,Alternative Rock,singer,True,"Dublin, Ireland"
user_028,Radiohead,9,user_046,Jimi Hendrix,60.0,0.0,30.0,15,15,82.2,,singer,True,"Seattle, Washington | London, England"
user_028,Radiohead,10,user_047,Eric Clapton,60.0,0.0,30.0,15,15,82.2,,singer,True,"Ripley, England | London, England"
user_029,U2,1,user_005,Elton John,60.0,10.0,30.0,15,5,463.33,Rock,singer,True,"Pinner, England | London, England"
user_029,U2,2,user_007,Rolling Stones,60.0,10.0,30.0,15,5,463.33,Rock,singer,True,"London, England"
user_029,U2,3,user_014,Queen,60.0,10.0,30.0,15,5,463.33,Rock,singer,True,"London, England"
user_029,U2,4,user_015,Bob Dylan,60.0,10.0,30.0,15,5,5114.88,Rock,singer,True,"Duluth, Minnesota | New York City, New York"
user_029,U2,5,user_028,Radiohead,60.0,10.0,30.0,15,5,384.71,Alternative Rock,singer,True,"Abingdon, England"
user_029,U2,6,user_030,Bruce Springsteen,60.0,10.0,30.0,15,5,5166.96,Rock,singer,True,"Freehold, New Jersey"
user_029,U2,7,user_032,Paul McCartney,60.0,10.0,30.0,15,5,216.89,Rock,singer,True,"Liverpool, England"
user_029,U2,8,user_033,George Harrison,60.0,10.0,30.0,15,5,216.89,Rock,singer,True,"Liverpool, England"
user_029,U2,9,user_034,John Lennon,60.0,10.0,30.0,15,5,216.89,Rock,singer,True,"Liverpool, England"
user_029,U2,10,user_035,Ringo Starr,60.0,10.0,30.0,15,5,216.89,Rock,singer,True,"Liverpool, England"
user_030,Bruce Springsteen,1,user_015,Bob Dylan,80.0,20.0,30.0,15,15,58.94,Rock|Folk,singer,True,"Duluth, Minnesota | New York City, New York"
user_030,Bruce Springsteen,2,user_018,Taylor Swift,65.0,15.0,30.0,15,5,1181.74,Rock|Folk,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_030,Bruce Springsteen,3,user_070,Wu Tang Clan,65.0,0.0,30.0,15,20,45.28,,singer,True,"Staten Island, New York"
user_030,Bruce Springsteen,4,user_079,Bon Jovi,65.0,0.0,30.0,15,20,27.35,,singer,True,"Sayreville, New Jersey"
user_030,Bruce Springsteen,5,user_004,Madonna,60.0,0.0,30.0,15,15,58.94,,singer,True,"Bay City, Michigan | New York City, New York"
user_030,Bruce Springsteen,6,user_005,Elton John,60.0,10.0,30.0,15,5,5621.8,Rock,singer,True,"Pinner, England | London, England"
user_030,Bruce Springsteen,7,user_007,Rolling Stones,60.0,10.0,30.0,15,5,5621.8,Rock,singer,True,"London, England"
user_030,Bruce Springsteen,8,user_009,Mariah Carey,60.0,0.0,30.0,15,15,58.94,,singer,True,"Huntington, New York | New York City, New York"
user_030,Bruce Springsteen,9,user_012,Whitney Houston,60.0,0.0,30.0,15,15,57.26,,singer,True,"Newark, New Jersey"
user_030,Bruce Springsteen,10,user_014,Queen,60.0,10.0,30.0,15,5,5621.8,Rock,singer,True,"London, England"
user_032,Paul McCartney,1,user_034,John Lennon,100.0,30.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_032,Paul McCartney,2,user_086,The Kinks,95.0,30.0,30.0,15,20,286.91,Rock|Pop,singer,True,"London, England"
user_032,Paul McCartney,3,user_033,George Harrison,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_032,Paul McCartney,4,user_035,Ringo Starr,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_032,Paul McCartney,5,user_005,Elton John,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"Pinner, England | London, England"
user_032,Paul McCartney,6,user_007,Rolling Stones,80.0,15.0,30.0,15,20,286.91,Rock,singer,True,"London, England"
user_032,Paul McCartney,7,user_047,Eric Clapton,80.0,15.0,30.0,15,20,286.91,Rock,singer,True,"Ripley, England | London, England"
user_032,Paul McCartney,8,user_085,The Who,80.0,15.0,30.0,15,20,286.91,Rock,singer,True,"London, England"
user_032,Paul McCartney,9,user_087,The Beach Boys,80.0,20.0,30.0,15,15,8488.85,Rock|Pop,singer,True,"Hawthorne, California"
user_032,Paul McCartney,10,user_011,Prince,75.0,15.0,30.0,15,15,6178.27,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_033,George Harrison,1,user_032,Paul McCartney,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_033,George Harrison,2,user_034,John Lennon,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_033,George Harrison,3,user_035,Ringo Starr,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_033,George Harrison,4,user_005,Elton John,70.0,20.0,30.0,15,5,286.91,Rock|Pop,singer,True,"Pinner, England | London, England"
user_033,George Harrison,5,user_014,Queen,70.0,20.0,30.0,15,5,286.91,Rock|Pop,singer,True,"London, England"
user_033,George Harrison,6,user_049,Neil Young,70.0,20.0,30.0,15,5,8277.51,Rock|Folk Rock,singer,True,"Toronto, Canada | California, USA"
user_033,George Harrison,7,user_056,Katy Perry,70.0,20.0,30.0,15,5,8470.41,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_033,George Harrison,8,user_060,Post Malone,70.0,20.0,30.0,15,5,7376.02,Rock|Pop,singer,True,"Syracuse, New York | Dallas, Texas"
user_033,George Harrison,9,user_086,The Kinks,70.0,20.0,30.0,15,5,286.91,Rock|Pop,singer,True,"London, England"
user_033,George Harrison,10,user_087,The Beach Boys,70.0,20.0,30.0,15,5,8488.85,Rock|Pop,singer,True,"Hawthorne, California"
user_034,John Lennon,1,user_032,Paul McCartney,100.0,30.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_034,John Lennon,2,user_086,The Kinks,95.0,30.0,30.0,15,20,286.91,Rock|Pop,singer,True,"London, England"
user_034,John Lennon,3,user_033,George Harrison,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_034,John Lennon,4,user_035,Ringo Starr,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_034,John Lennon,5,user_005,Elton John,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"Pinner, England | London, England"
user_034,John Lennon,6,user_014,Queen,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"London, England"
user_034,John Lennon,7,user_007,Rolling Stones,80.0,15.0,30.0,15,20,286.91,Rock,singer,True,"London, England"
user_034,John Lennon,8,user_047,Eric Clapton,80.0,15.0,30.0,15,20,286.91,Rock,singer,True,"Ripley, England | London, England"
user_034,John Lennon,9,user_056,Katy Perry,80.0,20.0,30.0,15,15,8470.41,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_034,John Lennon,10,user_060,Post Malone,80.0,20.0,30.0,15,15,7376.02,Rock|Pop,singer,True,"Syracuse, New York | Dallas, Texas"
user_035,Ringo Starr,1,user_032,Paul McCartney,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_035,Ringo Starr,2,user_033,George Harrison,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_035,Ringo Starr,3,user_034,John Lennon,90.0,20.0,30.0,15,25,0.0,Rock|Pop,singer,True,"Liverpool, England"
user_035,Ringo Starr,4,user_005,Elton John,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"Pinner, England | London, England"
user_035,Ringo Starr,5,user_014,Queen,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"London, England"
user_035,Ringo Starr,6,user_086,The Kinks,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"London, England"
user_035,Ringo Starr,7,user_018,Taylor Swift,82.5,22.5,30.0,15,15,6479.93,Rock|Country|Pop,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_035,Ringo Starr,8,user_002,Elvis Presley,80.0,20.0,30.0,15,15,6765.26,Country|Pop,singer,True,"Tupelo, Mississippi | Memphis, Tennessee"
user_035,Ringo Starr,9,user_042,Dolly Parton,80.0,20.0,30.0,15,15,6479.93,Country|Pop,singer,True,"Sevierville, Tennessee | Nashville, Tennessee"
user_035,Ringo Starr,10,user_056,Katy Perry,80.0,20.0,30.0,15,15,8470.41,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_036,Frank Sinatra,1,user_004,Madonna,70.0,0.0,30.0,15,25,3.45,,singer,True,"Bay City, Michigan | New York City, New York"
user_036,Frank Sinatra,2,user_009,Mariah Carey,70.0,0.0,30.0,15,25,3.45,,singer,True,"Huntington, New York | New York City, New York"
user_036,Frank Sinatra,3,user_012,Whitney Houston,70.0,0.0,30.0,15,25,12.08,,singer,True,"Newark, New Jersey"
user_036,Frank Sinatra,4,user_015,Bob Dylan,70.0,0.0,30.0,15,25,3.45,,singer,True,"Duluth, Minnesota | New York City, New York"
user_036,Frank Sinatra,5,user_020,Rihanna,70.0,0.0,30.0,15,25,3.45,,singer,True,"Saint Michael, Barbados | New York City, New York"
user_036,Frank Sinatra,6,user_023,Jay Z,70.0,0.0,30.0,15,25,9.84,,singer,True,"Brooklyn, New York"
user_036,Frank Sinatra,7,user_050,Joni Mitchell,70.0,10.0,30.0,15,15,3199.14,Jazz,singer,True,"Fort Macleod, Canada"
user_036,Frank Sinatra,8,user_055,Lady Gaga,70.0,0.0,30.0,15,25,3.45,,singer,True,"New York City, New York"
user_036,Frank Sinatra,9,user_063,Nicki Minaj,70.0,0.0,30.0,15,25,14.87,,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_036,Frank Sinatra,10,user_064,Cardi B,70.0,0.0,30.0,15,25,18.43,,singer,True,"Bronx, New York"
user_037,Ray Charles,1,user_003,Michael Jackson,75.0,15.0,30.0,15,15,1545.04,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_037,Ray Charles,2,user_009,Mariah Carey,75.0,15.0,30.0,15,15,3865.59,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_037,Ray Charles,3,user_010,Stevie Wonder,75.0,15.0,30.0,15,15,3111.55,R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_037,Ray Charles,4,user_012,Whitney Houston,75.0,15.0,30.0,15,15,3852.07,R&B|Soul,singer,True,"Newark, New Jersey"
user_037,Ray Charles,5,user_016,Aretha Franklin,75.0,15.0,30.0,15,15,3111.55,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_037,Ray Charles,6,user_038,Marvin Gaye,75.0,15.0,30.0,15,15,3111.55,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_037,Ray Charles,7,user_039,James Brown,75.0,15.0,30.0,15,15,3698.21,R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_037,Ray Charles,8,user_040,Tina Turner,75.0,15.0,30.0,15,15,2768.61,R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_037,Ray Charles,9,user_041,Diana Ross,75.0,15.0,30.0,15,15,3111.55,R&B|Soul,singer,True,"Detroit, Michigan"
user_037,Ray Charles,10,user_052,Adele,75.0,15.0,30.0,15,15,7699.62,R&B|Soul,singer,True,"London, England"
user_038,Marvin Gaye,1,user_016,Aretha Franklin,90.0,20.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_038,Marvin Gaye,2,user_010,Stevie Wonder,85.0,15.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_038,Marvin Gaye,3,user_041,Diana Ross,85.0,15.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Detroit, Michigan"
user_038,Marvin Gaye,4,user_009,Mariah Carey,70.0,20.0,30.0,15,5,773.08,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_038,Marvin Gaye,5,user_021,Eminem,70.0,0.0,30.0,15,25,0.0,,singer,True,"St. Joseph, Missouri | Detroit, Michigan"
user_038,Marvin Gaye,6,user_039,James Brown,70.0,20.0,30.0,15,5,989.28,R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_038,Marvin Gaye,7,user_052,Adele,70.0,20.0,30.0,15,5,6035.75,R&B|Soul,singer,True,"London, England"
user_038,Marvin Gaye,8,user_089,Hall Oates,70.0,20.0,30.0,15,5,710.27,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_038,Marvin Gaye,9,user_096,Amy Winehouse,70.0,20.0,30.0,15,5,6035.75,R&B|Soul,singer,True,"London, England"
user_038,Marvin Gaye,10,user_003,Michael Jackson,65.0,15.0,30.0,15,5,3185.4,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_039,James Brown,1,user_010,Stevie Wonder,82.5,22.5,30.0,15,15,989.28,Funk|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_039,James Brown,2,user_054,Bruno Mars,82.5,22.5,30.0,15,15,3330.68,Funk|R&B|Soul,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_039,James Brown,3,user_009,Mariah Carey,80.0,20.0,30.0,15,15,1073.79,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_039,James Brown,4,user_016,Aretha Franklin,80.0,20.0,30.0,15,15,989.28,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_039,James Brown,5,user_038,Marvin Gaye,80.0,20.0,30.0,15,15,989.28,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_039,James Brown,6,user_052,Adele,80.0,20.0,30.0,15,15,6636.41,R&B|Soul,singer,True,"London, England"
user_039,James Brown,7,user_089,Hall Oates,80.0,20.0,30.0,15,15,944.91,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_039,James Brown,8,user_096,Amy Winehouse,80.0,20.0,30.0,15,15,6636.41,R&B|Soul,singer,True,"London, England"
user_039,James Brown,9,user_003,Michael Jackson,75.0,15.0,30.0,15,15,3330.68,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_039,James Brown,10,user_011,Prince,75.0,15.0,30.0,15,15,1601.25,Funk|R&B,singer,True,"Minneapolis, Minnesota"
user_040,Tina Turner,1,user_003,Michael Jackson,82.5,22.5,30.0,15,15,2552.34,Pop|R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_040,Tina Turner,2,user_009,Mariah Carey,82.5,22.5,30.0,15,15,1403.07,Pop|R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_040,Tina Turner,3,user_010,Stevie Wonder,82.5,22.5,30.0,15,15,731.56,Pop|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_040,Tina Turner,4,user_011,Prince,82.5,22.5,30.0,15,15,750.33,Rock|Pop|R&B,singer,True,"Minneapolis, Minnesota"
user_040,Tina Turner,5,user_012,Whitney Houston,82.5,22.5,30.0,15,15,1389.07,Pop|R&B|Soul,singer,True,"Newark, New Jersey"
user_040,Tina Turner,6,user_041,Diana Ross,82.5,22.5,30.0,15,15,731.56,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_040,Tina Turner,7,user_052,Adele,82.5,22.5,30.0,15,15,6759.66,Pop|R&B|Soul,singer,True,"London, England"
user_040,Tina Turner,8,user_054,Bruno Mars,82.5,22.5,30.0,15,15,2552.34,Pop|R&B|Soul,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_040,Tina Turner,9,user_018,Taylor Swift,80.0,15.0,30.0,15,20,407.63,Rock|Pop,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_040,Tina Turner,10,user_005,Elton John,75.0,15.0,30.0,15,15,6759.66,Rock|Pop,singer,True,"Pinner, England | London, England"
